Title,company,location,job_type,work_mode,Experience_level,Experience_year,categories,department,skills
Financial Manager - Banking Sector only,Confidential,"Nasr City, Cairo, Egypt",Full Time,Remote,Senior Management,10+ Yrs of Exp,Accounting/Finance,Banking,"['Operations/Management', 'Financial Strategy', 'Financial Planning & Analysis', 'Banking Sector Expertise', 'Leadership', 'Budgeting & Forecasting']"
Investment & Business Development Manager,Confidential,"New Cairo, Cairo, Egypt",Full Time,On-site,Senior Management,5+ Yrs of Exp,Accounting/Finance,Business Development,"['Sales/Retail', 'Financial Modeling & Analysis', 'Investment Feasibility & ROI Evaluation', 'Strategic & Commercial Thinking', 'Business Development & Opportunity Identification', 'Project Planning & Execution', 'Market Research & Competitive Analysis', 'ERP & Financial Systems Proficiency']"
Graphic Designer,EZeats,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Creative/Design/Art,Hospitality/Hotels/Food Services,"['Marketing/PR/Advertising', 'Graphic Design', 'Adobe Illustrator', 'Adobe InDesign', 'Adobe Photoshop', 'Digital Illustration', 'AI', 'AI tools']"
System Support Specialist,Elsaba AutoService,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Technical Support', 'System Administration', 'Problem Solving', 'Software Installation']"
Distribution Manager,Al Ghad TV,"Cairo, Egypt",Full Time,On-site,Manager,10+ Yrs of Exp,Media/Journalism/Publishing,distribution,"['broadcasting', 'Universal Mobile Telecommunications', 'Social Media', 'Media']"
Warehouse Manager,EUP,"Alsadat City, Monufya, Egypt",Full Time,On-site,Manager,7 - 10 Yrs of Exp,Logistics/Supply Chain,Operations/Management,"['Purchasing/Procurement', 'Supply', 'Logistics', 'Warehouse', 'Warehouse Management', 'Warehousing']"
Environmental Specialist,National Pipe Company,"Badr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Other,Other,"['Environmental Compliance', 'Environmental Management Systems (EMS)', 'Risk Assessment', 'Environmental Auditing']"
Executive Assistant,Confidential,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Administration,Administration,"['Customer Service/Support', 'Operations/Management', 'Calendar management', 'Travel coordination', 'Communication', 'Confidentiality', 'Executive support', 'Technical Assistance', 'Executive Management']"
Production Engineer,3MAS,"Wosta, Beni Suef, Egypt",Full Time,On-site,Manager,2 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,Production process optimization,"['Manufacturing operations', 'Root cause analysis', 'Process improvement']"
Organizational Development Specialist,Greater Cairo Foundries Co. S.A.E,"Belbes, Sharqia, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Human Resources,Organizational Development,"['Problem Solving', 'Training Needs Analysis', 'Multitasking', 'Problem Analysis', 'Communication']"
Senior HR Specialist,Do Outsource,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Administration,Human Resources,"['Legal', 'Human Resources', 'HR Systems', 'Microsoft Excel']"
Chief Accountant,Nassar Group,"Qalyub, Qalubia, Egypt",Full Time,On-site,Manager,10 - 20 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Financial Reporting', 'Account Reconciliation', 'Tax Compliance', 'Leadership', 'ERP Systems', 'Microsoft Excel', 'Attention to Detail']"
Reception,Alwaselah For Recruiting Egyptian Abroad,"Nasr City, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Administration,Administration,"['Human Resources', 'Reception management', 'Communication', 'Organization', 'Time management', 'Multitasking', 'Problem-solving', 'Microsoft Office proficiency', 'Attention to detail']"
Medical Sales Representative.,Alfa Laboratories,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Medical/Healthcare,Sales/Retail,"['Outdoor Sales', 'Sales Field', 'Sales Target', 'Medical Sales', 'Presentation Skills', 'Communication', 'Negotiation', 'Problem Solving']"
Medical Sales Representative,Alfa Laboratories,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Medical/Healthcare,Sales/Retail,"['Medical Sales', 'Presentation Skills', 'Communication', 'Negotiation', 'Problem Solving', 'Sales', 'Outdoor Sales', 'Sales Field']"
Power BI Developer in UAE,AClass Solutions,"Abu Dhabi, United Arab Emirates",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['BI', 'Power BI', 'SQL Server Analysis Services', 'SQL Server Reporting Services', 'Oracle PL/SQL', 'Oracle', 'DAX', 'Microsoft Power BI']"
Senior Cost Control Engineer,IGI-Group,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,4 - 6 Yrs of Exp,Engineering - Construction/Civil/Architecture,Quality,"['Cost Control', 'Budgeting', 'Project Management', 'Quality Control', 'Quality Auditing', 'Quality Assurance', 'Quality Management System', 'Quality Management']"
Call Center Agent,SG Group,"Dokki, Giza, Egypt",Shift Based,On-site,Entry Level,1 - 3 Yrs of Exp,Customer Service/Support,Customer Service/Support,"['Sales/Retail', 'Customer Service', 'Customer Care', 'Customer Support', 'Call Center', 'Outbound', 'Inbound Calls', 'Sales Target', 'Sales']"
Senior Mechanical Technical Office Engineer,ZAD MEP,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Mechanical/Electrical,Mechanical Engineering,"['AutoCAD', 'Revit', 'Technical Office Engineering', 'Communication', 'Project Coordination', 'Shop Drawings', 'Problem Solving']"
Cyber Security Specialist,Orbit technology,"Madina, Saudi Arabia",Full Time,On-site,Experienced,0 - 20 Yrs of Exp,IT/Software Development,Analyst/Research,"['risk analysis', 'incident response procedures', 'ISO 27001', 'NIST', 'CIS Controls']"
Technical Office Architect,Abu Gemeaa,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,4 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,Architectural Design,"['AutoCAD', 'Technical Drawing', 'Quantity Surveying', 'Project Coordination', 'Construction Documentation', 'Attention to Detail', 'Team Collaboration', 'Problem Solving']"
Receptionist,City Master Group Developments,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Administration,Customer Service/Support,"['Reception management', 'Communication', 'Customer service']"
Electrical Technical Office Engineer,UBTC,"Giza, Egypt",Full Time,On-site,Experienced,3 - 6 Yrs of Exp,Engineering - Construction/Civil/Architecture,Electrical Design,"['Revit', 'AutoCAD', 'Project Coordination', 'Analytical Thinking', 'Problem Solving', 'Time Management', 'Technical Documentation', 'Communication']"
Jr. Accountant,InnovaTech Group,"Heliopolis, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Accounting/Finance,Finance,"['Financial Accounting', 'ERP', 'Financial Reporting', 'Commerce', 'MS Office', 'Financial recordkeeping', 'Accounts payable and receivable', 'Problem-solving']"
Frontend Developer – Flutter (Realtime Voice & Social App),Confidential,"Sahel, Cairo, Egypt",Full Time,On-site,Experienced,2+ Yrs of Exp,Creative/Design/Art,IT/Software Development,"['Flutter', 'Dart', 'Mobile App Development', 'Real-Time Communication', 'UI/UX Design', 'WebSockets', 'Problem Solving', 'Agile Methodologies']"
Math Head Of Department - Primary Stage,Confidential,"Madinaty, Cairo, Egypt",Full Time,On-site,Manager,2 - 4 Yrs of Exp,Education/Teaching,Curriculum Development,"['Teacher Mentoring', 'Classroom Management', 'Problem-Solving', 'Educational Leadership', 'Mathematics Instruction', 'Communication', 'Team Collaboration']"
Manufacturing Director,Confidential,"Cairo, Egypt",Full Time,On-site,Senior Management,18 - 20 Yrs of Exp,Manufacturing/Production,Manufacturing Operations,"['Problem Solving', 'Budget Management', 'Production Planning']"
Engineering Manager,Sprints.ai,"Maadi, Cairo, Egypt",Full Time,On-site,Manager,7 - 10 Yrs of Exp,Engineering - Construction/Civil/Architecture,IT/Software Development,"['Project/Program Management', 'Technical Problem Solving', 'Resource Allocation', 'Mentoring and Coaching', 'Team Leadership', 'Software Development', 'Project Management', 'Agile Methodologies']"
Retention Marketing Consultant,Gameball,"Cairo, Egypt",Full Time,Remote,Experienced,5+ Yrs of Exp,Business Development,Marketing/PR/Advertising,"['Sales/Retail', 'CRM Software', 'Marketing', 'Customer Service', 'Retention', 'Business Development']"
IT Manager,Confidential,"Cairo, Egypt",Full Time,On-site,Manager,10 - 15 Yrs of Exp,IT/Software Development,Project/Program Management,"['Engineering - Telecom/Technology', 'IT Management', 'Network Administration', 'System Administration', 'Cybersecurity', 'Project Management', 'Team Leadership', 'Problem Solving']"
Senior Mechanical Design Engineer,Q Design,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,7 - 9 Yrs of Exp,Engineering - Construction/Civil/Architecture,Creative/Design/Art,"['Engineering - Mechanical/Electrical', 'Mechanical Engineering', 'Engineering', 'AutoCAD', 'BOQ', 'Design', 'Mechanical', 'Firefighting']"
Network Administrator,Sharm Dreams Group,"Manial, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Installation/Maintenance/Repair,IT/Software Development,"['Engineering - Telecom/Technology', 'Network Security', 'Troubleshooting', 'LAN/WAN Administration', 'Firewall Management', 'Network Configuration', 'VPN Setup and Management', 'Technical Support']"
Branch Manager,Confidential,"Smouha, Alexandria, Egypt",Full Time,On-site,Senior Management,5 - 10 Yrs of Exp,Hospitality/Hotels/Food Services,Operations/Management,"['Operations Management', 'Team Leadership', 'Communication', 'Problem Solving', 'Operations Support System (OSS)', 'Office Operations', 'Director', 'ERP']"
Account Receivables Accountant,Aman,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,1+ Yrs of Exp,Accounting/Finance,Accounting,"['Accounts Receivable', 'Accounts', 'Finance', 'Financial Management', 'MS Office', 'Receivable', 'Accounting principles', 'Financial Analysis']"
Marketing Manager,Criteria Design Group,"Maadi, Cairo, Egypt",Full Time,On-site,Manager,2 - 3 Yrs of Exp,Marketing/PR/Advertising,Marketing/PR/Advertising,"['Digital Marketing', 'Brand Management', 'Budget Management', 'Communication']"
Treasury Accountant,Sinoma-cdi,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Accounting/Finance,Banking,"['Financial reporting', 'Analytical thinking', 'Communication', 'Problem-solving']"
Telesales & Customer Support/Service Specialist,EpsilonAI,"Nasr City, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Customer Service/Support,IT/Software Development,"['Sales/Retail', 'Communication', 'Customer', 'Customer Care', 'Customer Service', 'Customer Support', 'Negotiation', 'Sales']"
lab specialist,AFI FOOD,"Obour City, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Quality,lab specialist,"['Lab', 'Science']"
Senior IT Internal Auditor,Nahdet Misr Publishing Group,"Mohandessin, Giza, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Auditing,"['Audit', 'CIA', 'CISA', 'CPA', 'ERP', 'Finance', 'Accounting', 'Internal auditing']"
ERP Technical Support,TAB ERP Solutions,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced,2+ Yrs of Exp,Customer Service/Support,IT/Software Development,"['Accounting', 'SQL', 'Technical Support', 'Customer', 'ERP', 'Customer Service', 'Analysis', 'Computer Science']"
Flutter Mobile Developer - internship - remote,Alexandria For Programming,"Bolkly, Alexandria, Egypt",Internship,Remote,Entry Level,IT/Software Development,IT/Software Development,flutter,"['Dart Programming', 'mobile developer', 'ios', 'android']"
Fraud Analyst,Al Ahly Medical Company,"Giza, Giza, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Medical/Healthcare,Quality,"['Problem Solving', 'Detail Oriented', 'Multitasking', 'Banking', 'Banking Domain', 'Banking Sector', 'Banking Services', 'Banking Relationships']"
Junior Contracts Procurement Specialist,Nile Sugar,"Ameria, Alexandria, Egypt",Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Purchasing/Procurement,Procurement,"['Contract Administration', 'Supplier Management', 'Negotiation']"
Accountant,Confidential,"khanka, Qalubia, Egypt",Full Time,On-site,Experienced,5 - 9 Yrs of Exp,Accounting/Finance,Administration,"['Banking', 'ERP Systems', 'Financial Reporting', 'General Ledger Management']"
Quality Control and Assurance Officer,DASH printing solutions,"Haram, Giza, Egypt",Full Time,On-site,Experienced,1 - 5 Yrs of Exp,Quality,Quality Control,"['Quality Assurance', 'Attention to Detail', 'Problem Solving', 'Documentation']"
Quantity Surveyor Engineer,New Generation Developments,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Construction/Civil/Architecture,AutoCAD,"['Civil Engineering', 'Engineering', 'Quantity', 'Quantity Surveying', 'Quantity Surveyor', 'Quantity surveyor Engineer', 'surveyor']"
Cost Accountant,Sharm Dreams Group,"Manial, Cairo, Egypt",Full Time,On-site,Experienced,5 - 6 Yrs of Exp,Accounting/Finance,Cost Accounting,"['Budgeting', 'Time Management', 'Process Improvement', 'Accounting', 'Cost Control', 'Communication']"
IT Support Officer,Sandah for micro finance,"Mohandessin, Giza, Egypt",Full Time,On-site,Entry Level,1 - 1 Yrs of Exp,IT/Software Development,Information Technology (IT),['Information Systems']
BIM coordinator ( MEP ),Apply and More,"Cairo, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Engineering - Construction/Civil/Architecture,Engineering - Mechanical/Electrical,"['BIM Coordination', 'MEP Systems', 'Autodesk Revit', 'Navisworks', 'Clash Detection', 'Technical Documentation', 'Project Collaboration', 'Problem Solving']"
Application Support Engineer,Leader Group,"Madina, Saudi Arabia",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Application Support', 'Technical Troubleshooting', 'SQL and Database Querying', 'ERP Applications', 'ERP Software']"
Senior Talent Acquisition,El Delta Electronic Systems,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Administration,Administration,"['Customer Service/Support', 'Human Resources', 'HR Systems', 'Human Resources Development', 'Recruitment', 'Talent acquisition', 'Human Resources (HR)', 'HR Policies']"
Safety Specialist - El Sadat City,Fine seeds Int.,"Alsadat City, Monufya, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Quality,Engineering - Mechanical/Electrical,"['Engineering - Other', 'Health', 'Health and Safety', 'ISO', 'NEBOSH', 'OSHA', 'Safety', 'quality']"
Production Engineer Ice Cream,Mini Egypt - MiniMelts,"Abu Rawash, Giza, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Manufacturing/Production,Food Safety & Hygiene,"['Production Management', 'Team Leadership', 'Troubleshooting & Problem Solving', 'Quality Assurance', 'Inventory Management', 'Technical Reporting', 'Equipment Maintenance', 'Communication']"
Accountant / Senior Accountant - Manufacturing background,شركه طنطا موتورز,"Tanta, Gharbia, Egypt",Full Time,On-site,Experienced,3 - 10 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Manufacturing/Production', 'Accounting', 'Finance', 'indutrial', 'Commercial Sales', 'Financial Analysis', 'Financial Management', 'Cost Accounting', 'Budgeting and Forecasting']"
Patient Care Coordinator,Axios International,"Dokki, Giza, Egypt",Full Time,On-site,Entry Level,0 - 1 Yrs of Exp,Administration,Medical/Healthcare,"['Pharmaceutical', 'Pharmacy', 'Communication']"
Procurement and Purchasing Manager,Terra Egypt,"Dokki, Giza, Egypt",Full Time,On-site,Manager,10 - 12 Yrs of Exp,Logistics/Supply Chain,Purchasing/Procurement,"['Supplier Evaluation', 'Vendor Management', 'Procurement', 'Procurement Management', 'Foreign Purchasing', 'Purchasing Management', 'People Management', 'Leadership']"
Brand Manager,Corona,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Marketing/PR/Advertising,Brand Strategy,"['Marketing Campaign Management', 'Communication']"
Administrative Specialist,Arab Otsuka Nutraceuticals,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Administration,Manufacturing/Production,"['Administrative Affairs', 'Facility Management', 'Communication', 'Microsoft Programs', 'Business English', 'English Translation']"
