Title,company,location,job_type,work_mode,Experience_level,Experience_year,categories,department,skills
Digital Marketing Executive,Alberto,"New Nozha, Cairo, Egypt",Full Time,On-site,Experienced,3 - 10 Yrs of Exp,Marketing/PR/Advertising,Marketing/PR/Advertising,"['Sales/Retail', 'Media/Journalism/Publishing', 'Social Media Management', 'Content Creation', 'Digital Marketing', 'SEO/SEM', 'Data Analysis', 'Copywriting', 'Brand Management']"
Talent Management Specialist,Dreem Mashreq Foods,"Smouha, Alexandria, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Human Resources,Talent Management,"['Talent Acquisition', 'Employee Engagement', 'Performance Management', 'Organizational Development', 'Communication', 'HRIS', 'Interviewing', 'Onboarding']"
Procurement Specialist,Royal Herbs,"Haram, Giza, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Logistics/Supply Chain,Logistics/Supply Chain,"['Purchasing/Procurement', 'Engineering - Mechanical/Electrical', 'Procurement Management', 'Negotiation', 'Supplier Evaluation', 'Supply Chain Coordination', 'Data Analysis', 'ERP Systems', 'Contract Management']"
Senior Marketing Specialist,HiLights Group,"Obour City, Cairo, Egypt",Full Time,On-site,Experienced,5+ Yrs of Exp,Marketing/PR/Advertising,Media/Journalism/Publishing,"['Digital Marketing', 'Marketing Strategy', 'Market Analysis', 'Campaign Management', 'Communication', 'Data Analysis', 'Digital Advertising', 'Digital Design']"
Purchasing Manager Spare Parts,Confidential,"Sheikh Zayed, Giza, Egypt",Full Time,On-site,Manager,10 - 15 Yrs of Exp,Purchasing/Procurement,Procurement,"['Negotiation', 'Supplier Management', 'Inventory Management', 'Contract Management', 'Data Analysis', 'Communication', 'Problem Solving', 'Organizational Skills']"
Digital Marketing Specialist,Confidential,"Cairo, Egypt",Full Time,On-site,Experienced,3+ Yrs of Exp,Marketing/PR/Advertising,Marketing/PR/Advertising,"['SEO/SEM', 'Digital Marketing Strategy', 'Google Analytics', 'Social Media Management', 'Content Creation', 'Email Marketing', 'Communication', 'Data Analysis', 'PPC Campaign Management']"
MS Dynamics F&O Technical Consultant,Al Ahly Momkn for e-payment,"Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Microsoft Dynamics 365 F&O,"['X++ Programming', 'Agile Methodologies', 'Data Migration', 'SQL Server']"
Fleet Manager,Dina Iskander Boutique de Fleurs,"Dokki, Giza, Egypt",Full Time,On-site,Manager,3 - 5 Yrs of Exp,Administration,Administration,"['Logistics/Supply Chain', 'Operations/Management', 'Fleet Management', 'Logistics Coordination', 'Vehicle Maintenance', 'Team Leadership', 'Operational Planning', 'Data Analysis', 'Budget Management']"
Warehouse Corporate Manager,Pharco Corporation,"Ameria, Alexandria, Egypt",Full Time,On-site,Manager,10 - 15 Yrs of Exp,Administration,Logistics/Supply Chain,"['Operations/Management', 'Inventory Control', 'Warehouse Management', 'Team Leadership', 'Logistics Coordination', 'Regulatory Compliance', 'Problem Solving', 'Communication']"
Senior Operations Specialist & Operations Team Leader,GV Investment Group,"Cairo, Egypt",Full Time,On-site,Experienced,2 - 7 Yrs of Exp,Operations/Management,Strong leadership and team management abilities.,"['Excellent reporting and data analysis skills.', 'Proficiency in Microsoft Office (Excel, Word, PowerPoint).']"
Administrative Assistant intern,Sagueny Group,"Alibrahimiyyah, Alexandria, Egypt",Internship,On-site,Student,0 - 1 Yrs of Exp,Administration,Customer Service/Support,"['Human Resources', 'Time management', 'Administrative support', 'Communication', 'Data entry']"
Key Account Manager - FMCG,Confidential,"Cairo, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Business Development,Sales/Retail,"['Key Account Management', 'FMCG Sales', 'Negotiation', 'Customer Relationship Management (CRM)', 'Data Analysis', 'Strategic Planning', 'Communication', 'Problem Solving']"
Account Manager,Klix,"Cairo, Egypt",Full Time,On-site,Experienced,3+ Yrs of Exp,Customer Service/Support,Marketing/PR/Advertising,"['Sales/Retail', 'Account Management', 'Client Relationship Building', 'Negotiation', 'Problem Solving', 'Time Management', 'Communication', 'Data Analysis']"
ERP Analyst,Monglish Academy,"San Stefano, Alexandria, Egypt",Full Time,On-site,Experienced,2 - 8 Yrs of Exp,IT/Software Development,Analyst/Research,"['ERP system analysis', 'Business process mapping', 'Project management', 'Requirements gathering', 'System configuration', 'User training', 'Data analysis', 'Technical documentation']"
Store Keeper,Golden seven,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,2 - 7 Yrs of Exp,Logistics/Supply Chain,Logistics/Supply Chain,"['Store Management', 'Storekeeping', 'Warehousing', 'Warehousing Management', 'Data Warehousing', 'Data Warehouse', 'Warehouse Management System', 'Microsoft Excel', 'ERP']"
Cost Accountant,Digital Car Egypt,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 7 Yrs of Exp,Accounting/Finance,Operations/Management,"['Analyst/Research', 'Cost analysis', 'Financial reporting', 'Budgeting and forecasting', 'Variance analysis', 'Microsoft Excel', 'ERP systems', 'Inventory management']"
Accounts Payable Supervisor,Alestesmaria Holding Company,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Accounting/Finance,Microsoft Office,"['Financial Accounting', 'Financial Data Analysis']"
Warehouse Specialist,Confidential,"Noubaria, Beheira, Egypt",Full Time,On-site,Experienced,2 - 4 Yrs of Exp,Logistics/Supply Chain,Warehouse Management,"['Logistics Coordination', 'Team Leadership', 'Attention to Detail', 'Problem Solving', 'Inventory Control', 'Time Management', 'Safety Compliance', 'Communication']"
AI Engineer,Confidential,"Cairo, Egypt",Full Time,Remote,Experienced,2+ Yrs of Exp,IT/Software Development,Artificial Intelligence,"['Problem Solving', 'Machine Learning (ML)', 'Deep Learning', 'Natural Language Processing (NLP)', 'Generative AI', 'Data Engineering', 'Feature Engineering']"
Quality Manager,Confidential,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Manager,7+ Yrs of Exp,IT/Software Development,Operations/Management,"['Quality', 'Quality Management', 'Quality Assurance', 'Quality Control', 'ISO Standards', 'Root Cause Analysis', 'Process Improvement', 'Team Leadership']"
Logistics Manager (Stationery),Bakier,"Maadi, Cairo, Egypt",Full Time,On-site,Manager,5 - 10 Yrs of Exp,Logistics/Supply Chain,Supply Chain Optimization,"['Logistics Management', 'Negotiation', 'Data Analysis', 'Communication']"
Textile Engineer,Rubyred Garment,"Bourj Alarab, Alexandria, Egypt",Full Time,On-site,Entry Level,0 - 3 Yrs of Exp,Manufacturing/Production,Engineering - Mechanical/Electrical,"['Engineering - Other', 'Process optimization', 'Quality assurance', 'Technical troubleshooting', 'Production planning', 'Textile manufacturing', 'Health and safety compliance', 'Data analysis']"
Inventory Controller,Sukari Gold Mines,"Red Sea, Egypt",Full Time,On-site,Experienced,6+ Yrs of Exp,Logistics/Supply Chain,Inventory Management,"['Data Analysis', 'Supply Chain Coordination', 'Problem Solving', 'Attention to Detail']"
Operation assistant,Aphrodite,"Shorouk City, Cairo, Egypt",Full Time,On-site,Entry Level,1+ Yrs of Exp,Operations/Management,Operations/Management,"['Shopify', 'Operations Support', 'Time Management', 'Follow up Emails', 'Administrative Support', 'Process Optimization', 'Team Coordination', 'Data Entry', 'Record Keeping']"
CEO Personal Assistant,ECC Group,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,4+ Yrs of Exp,Administration,Operations/Management,"['Project Coordination & Follow-Up Management', 'Business Communication & Stakeholder Management', 'Process Improvement & Workflow Optimization', 'Time Management & Task Prioritization', 'Odoo ERP System', 'Google Workspace (Sheets, Docs, Drive)', 'Data Visualization & Dashboard Tools (Power BI or similar)']"
Demand Planner,Confidential,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Logistics/Supply Chain,Manufacturing/Production,"['Analyst/Research', 'Demand Forecasting', 'Data Analysis', 'Inventory Management', 'Supply Chain Optimization', 'Cross-functional Collaboration', 'Problem Solving', 'Excel (Advanced)']"
HR Coordinator,Midea Group,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Administration,Human Resources,"['Human Resources Administration', 'Employee Onboarding', 'Recruitment Support', 'HRIS/Data Management', 'Time Management', 'Team Collaboration']"
Governmental Affairs Assistant,MENA INTEL,"Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Customer Service/Support,Legal,"['Operations/Management', 'Gavernment Relation', 'Communication', 'Negotiation', 'Commercial Law', 'Data Verification', 'Customer Support', 'Sales outdoor']"
Hot End Engineer | Fresh Graduates ( Chemistry - Biology - Engineering),Confidential,"Alsadat City, Monufya, Egypt",Full Time,On-site,Entry Level,0 - 5 Yrs of Exp,Manufacturing/Production,Process Monitoring,"['Problem Solving', 'Teamwork', 'Analytical Thinking', 'Technical Reporting', 'Attention to Detail', 'Safety Awareness', 'Communication', 'Data Analysis']"
Customer Success Specialist,Confidential,"Cairo, Egypt",Full Time,Remote,Experienced,1 - 5 Yrs of Exp,Business Development,IT/Software Development,"['Project/Program Management', 'Customer Success', 'Client Support', 'Client Service', 'Client Relationship Management', 'Account Management', 'Data Analysis', 'Client Retention']"
Process Engineer,etisal for advanced industries,"6th of October, Giza, Egypt",Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Engineering - Other,Process Optimization,"['Quality Control', 'Data Analysis', 'Problem Solving', 'Process Mapping', 'Project Management', 'Cross-functional Collaboration', 'Process Simulation', 'Lean Manufacturing']"
Trade Marketing Specialist,Haier,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Marketing/PR/Advertising,Sales/Retail,"['Trade Marketing', 'Retail Marketing', 'Market Analysis', 'Channel Management', 'Communication', 'Data Analysis', 'Negotiation']"
Travel Agency Operations Manager,Family Corporation,"Heliopolis, Cairo, Egypt",Full Time,On-site,Manager,7+ Yrs of Exp,Operations/Management,Tourism/Travel,"['Operations Management', 'Problem Solving', 'Negotiation', 'Communication', 'Organizational Skills', 'Travel Booking Systems', 'Customer Service', 'Team Leadership']"
Oracle (Backend / Database Developer),Sprint Star,"Nasr City, Cairo, Egypt",Full Time,Hybrid,Experienced,4 - 6 Yrs of Exp,IT/Software Development,PL/SQL,"['Oracle Database', 'Database Design', 'Performance Tuning', 'SQL', 'Data Migration', 'Database Administration', 'Backend Development', 'API']"
Quality Assurance Specialist,El Mohandess Print House,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Quality,Quality,"['TQM', 'Quality Control', 'Quality Assurance', 'Data', 'English', 'ISO', 'Manufacturing', 'MS', 'MS Office']"
Hot End Engineer | Sadat City,Outservingplus,"Monufya, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Installation/Maintenance/Repair,Manufacturing/Production,"['Engineering - Mechanical/Electrical', 'Hot End Process Optimization', 'Production Data Analysis', 'Process Improvement', 'Preventive Maintenance', 'Technical Reporting', 'Mechanical Troubleshooting', 'Quality Assurance']"
MEP Tendering Engineer,Fountana EGY,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Engineering - Mechanical/Electrical,Engineering - Other,"['Mechanical, Electrical, and Plumbing (MEP)', 'MEP', 'Revit', 'AutoCAD', 'Microsoft Office', 'Financial Data Analysis']"
Database Administrator,Efada Technology,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced,4 - 10 Yrs of Exp,Installation/Maintenance/Repair,IT/Software Development,"['Engineering - Telecom/Technology', 'Oracle', 'Database SQL Server', 'Databases', 'Database Systems', 'SQL', 'Database Management', 'Performance Tuning']"
Senior inventory Controller,Kandil Industries,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,4 - 10 Yrs of Exp,Accounting/Finance,Data Analysis,"['ERP Systems', 'Inventory Management', 'Process Improvement', 'Problem Solving', 'Microsoft Excel']"
Sr. Foreign Procurement Engineer,TEPCO S.A.E.,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,5+ Yrs of Exp,Logistics/Supply Chain,Purchasing/Procurement,"['Supplier negotiation', 'Import/export regulations', 'Contract management', 'Vendor relationship management', 'Market analysis', 'Supply chain management', 'International procurement', 'Communication skills']"
Back Office Agent,Convivial,"Cairo, Egypt",Full Time,On-site,Entry Level,Customer Service/Support,Customer Service/Support,Data Entry & Database Management,"['Vendor Management Systems', 'Verbal Communication', 'Time Management']"
Media Buyer (Full Time),Law Office of Adam Soliman,"Vancouver, Canada",Full Time,Remote,Experienced,3+ Yrs of Exp,Business Development,Legal,"['Marketing/PR/Advertising', 'Google Ads', 'Meta Ads', 'Media Buying', 'Google Analytics', 'Information Analysis', 'Online Marketing', 'Media Planning']"
Marketing Specialist / Hurghada,Outservingplus,"Hurghada, Red Sea, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Marketing/PR/Advertising,Digital Marketing,"['Content Creation', 'Market Research', 'Social Media Management', 'Analytical Thinking', 'Communication', 'Project Coordination', 'Event Planning', 'Data Analysis']"
Inside Sales and Logistics Specialist (Manufacturing),Outservingplus,"Maadi, Cairo, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Logistics/Supply Chain,Sales/Retail,"['Inside Sales', 'Logistics Coordination', 'Order Processing', 'Inventory Management', 'Customer Relationship Management', 'ERP Systems', 'Data Analysis', 'Problem Solving']"
Cost Control Specialist (F&B),Outservingplus,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Accounting/Finance,Engineering - Construction/Civil/Architecture,"['Quality', 'Cost Control', 'Data Analysis', 'Inventory Management', 'Financial Reporting', 'Budgeting', 'Microsoft Excel', 'Problem Solving']"
Arabic Proofreader,Opvera,"Cairo, Egypt",Freelance / Project,Remote,Entry Level,1 - 2 Yrs of Exp,Writing/Editorial,Arabic proofreading,"['Editing', 'Written communication', 'Editorial Writing', 'Business Writing', 'Script Writing', 'Proofreading', 'Translation', 'Data Entry']"
Quality Assurance Specialist ( Call Center Background ),Etoile,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Customer Service/Support,Quality,"['Engineering - Telecom/Technology', 'Communication', 'Team Supervision', 'Customer Service Leadership', 'Data Analysis', 'Time Management', 'Customer Relationship Management', 'Problem Solving']"
"Financial Analyst, Corporate Finance & Strategy",Saudi-firmness,"Katameya, Cairo, Egypt",Full Time,On-site,Experienced,5 - 10 Yrs of Exp,Accounting/Finance,Finance,"['Financial Analysis', 'Financial Data Analysis', 'Accounting']"
Quality Control Section Head,AL Nada Mills,"Belbes, Sharqia, Egypt",Full Time,On-site,Senior Management,5+ Yrs of Exp,Quality,Quality Control,"['Problem Solving', 'Data Analysis', 'Communication', 'Team Leadership', 'Analytical Thinking', 'Quality Assurance']"
Procurement Specialist,Confidential,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5 - 8 Yrs of Exp,Engineering - Construction/Civil/Architecture,Supplier Relationship Management,"['Procurement Management', 'Cost Analysis', 'Data Analysis', 'Communication', 'Project Coordination']"
Store Keeper,Confidential,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,4 - 7 Yrs of Exp,Accounting/Finance,Accounting/Finance,"['Administration', 'Logistics/Supply Chain', 'Inventory Management', 'Warehouse Operations', 'Stock Control', 'Data Entry', 'Attention to Detail', 'Problem Solving', 'Time Management']"
Surveying Technician (Surveyor),International company for sports development,"Cairo, Egypt",Full Time,On-site,Experienced,5+ Yrs of Exp,Engineering - Other,Land Surveying,"['Total Station Operation', 'GPS Surveying', 'AutoCAD', 'GIS Mapping', 'Data Analysis', 'Technical Reporting', 'Problem Solving', 'Attention to Detail']"
Commercial Manager,Suez Canal container Terminal,"Port Said, Egypt",Full Time,On-site,Manager,8 - 12 Yrs of Exp,Other,Sales & Business Development,"['Strategic Execution', 'Customer Relationship Management', 'Stakeholder Management', 'Data-Driven Decision Making']"
Electrical Engineer (low Current),B.TECH,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Engineering - Mechanical/Electrical,Technical Documentation,"['Project Management', 'Communication', 'Problem Solving', 'Troubleshooting', 'Team Collaboration', 'Site Supervision', 'Low Current Systems Design', 'Engineering']"
Admin Assistant,Insurance Brokerage Office,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Administration,Administration,"['Customer Service/Support', 'Operations/Management', 'Administration', 'Admin', 'Microsoft Office', 'Secretary', 'Customer Service', 'Data Entry', 'Customer Support']"
Claims Officer ( Non Medical ),Sidra,"Heliopolis, Cairo, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Administration,Medical/Healthcare,"['Microsoft Excel', 'Medical Insurance', 'Data Analysis']"
Audit Manager - Consumer Finance,Aman,"Maadi, Cairo, Egypt",Full Time,On-site,Manager,4+ Yrs of Exp,Accounting/Finance,Communication,"['Leadership', 'Detail Oriented', 'Data Analysis', 'Microsoft Excel']"
General Ledger Accountant,Confidential,"Cairo, Egypt",Full Time,On-site,Experienced,2 - 5 Yrs of Exp,Accounting/Finance,General ledger management,"['Excel and data analysis', 'Financial reporting', 'Attention to detail', 'Problem-solving']"
Senior Cost Accountant,Dakahlia Group,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Accounting/Finance,Budgeting and forecasting,"['Microsoft Excel', 'Problem-solving', 'Cross-functional collaboration', 'Attention to detail', 'Cost accounting', 'Financial analysis', 'ERP systems', 'Data interpretation']"
Production Engineer,iLock,"Mit Ghamr, Dakahlia, Egypt",Full Time,On-site,Experienced,2 - 13 Yrs of Exp,Manufacturing/Production,Manufacturing/Production,"['Engineering - Mechanical/Electrical', 'Quality assurance', 'Production process optimization', 'Team collaboration', 'Data analysis', 'Project management']"
Senior Full stack Developer (.Net Core & Angular),BI-Technologies,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Experienced,3 - 6 Yrs of Exp,IT/Software Development,ASP.NET,"['Software Development', '.NET', 'Information Technology (IT)', 'Full Stack', 'Computer Science', 'Computer Engineering', 'Database Design', 'Data Modeling']"
Microbiology Specialist,Leader cosmetics,"Badr City, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,R&D/Science,Quality,"['Pharmaceutical', 'Laboratory Techniques', 'Microbiological Testing', 'Quality Control', 'Data Analysis', 'Regulatory Compliance', 'Problem Solving']"
Business Process Analyst,IKK GROUP (KCG -ABUILD),"Cairo, Egypt",Full Time,On-site,Experienced,3+ Yrs of Exp,IT/Software Development,Analyst/Research,"['Business process analysis', 'Data analysis', 'Communication', 'Project Management']"
Product Owner,IKEN Technology,"Maadi, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,IT/Software Development,Project/Program Management,"['Engineering - Telecom/Technology', 'Agile Software', 'Scrum', 'JIRA', 'Trello', 'Azure', 'Data Analysis', 'Time Management']"
Telecom BSS/OSS Delivery Manager,MOBILY INFOTECH LTD INDIA,"New Cairo, Cairo, Egypt",Full Time,Hybrid,Manager,15 - 20 Yrs of Exp,Engineering - Telecom/Technology,Telecom BSS/OSS,"['Delivery Transformation', 'Data Integration & Analytics', 'People Leadership', 'Program & Project Delivery', 'digital modernization', 'Agile', 'DevOps', 'SAFe frameworks']"
Sales Coordinator,Prima Elios,"Abdeen, Cairo, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Administration,Customer Service/Support,"['Sales/Retail', 'Sales Coordination', 'Order Processing', 'Customer Relationship Management (CRM)', 'Communication', 'Time Management', 'Data Analysis', 'Team Collaboration']"
Senior Export Operations,Royal Herbs,"6th of October, Giza, Egypt",Full Time,On-site,Experienced,3 - 5 Yrs of Exp,Logistics/Supply Chain,Logistics/Supply Chain,"['Operations/Management', 'Sales/Retail', 'Export Operations Management', 'International Logistics', 'Supply Chain Coordination', 'ERP Systems', 'Negotiation', 'Problem Solving', 'Data Analysis']"
E-Commerce Specialist,Maison de Maa,"Heliopolis, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 2 Yrs of Exp,Sales/Retail,E-commerce Platform Management,"['Data Analysis', 'Customer Service', 'Digital Marketing', 'Performance Monitoring']"
Search Engine Optimization Specialist,MindTrust Outsourcing,"Smouha, Alexandria, Egypt",Full Time,On-site,Experienced,3+ Yrs of Exp,Marketing/PR/Advertising,SEO Strategy,"['Technical SEO', 'On-Page Optimization', 'Off-Page Optimization', 'Google Analytics', 'Content Optimization', 'Project Management', 'Keyword Research', 'Data Analysis']"
Admin Branch ( Maadi - Helwan ),UCMAS Academy,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Administration,Customer Service/Support,"['Operations/Management', 'Administration', 'Call Center', 'Customer Service', 'Communication', 'Data Entry']"
Purchasing Executive,HoM Technology,"New Cairo, Cairo, Egypt",Full Time,On-site,Entry Level,1 - 3 Yrs of Exp,Administration,Purchasing/Procurement,"['Procurement', 'Negotiation', 'Organization', 'Data Analysis', 'Communication', 'Problem Solving', 'Purchasing', 'Foreign Purchasing']"
Customer Service Clerk,Outsource Egypt,"Alexandria, Egypt",Full Time,On-site,Entry Level,0 - 2 Yrs of Exp,Customer Service/Support,Customer Service,"['Data Entry', 'Attention to Detail', 'Problem Solving', 'Communication', 'Customer Support']"
Full-Stack Developer with AI/Foundry Exposure | Azure Environment,DEVOPSOLUTION,"Nasr City, Cairo, Egypt",Full Time,Hybrid,Experienced,3 - 5 Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['AI', 'Angular', 'Microsoft .NET', 'Microsoft Azure', 'openAI', 'ISO 27001', 'Data Security', 'Microsoft SQL Server']"
Branch Manager,Al Ahly Medical Company,"Giza, Giza, Egypt",Full Time,On-site,Manager,2 - 5 Yrs of Exp,Medical/Healthcare,Pharmaceutical,"['Team Leadership', 'Branch Operations Management', 'Healthcare Administration', 'Problem Solving', 'Data Analysis', 'Communication', 'Strategic Planning', 'Regulatory Compliance']"
Senior Back End Developer,Misbar Alkawn,"Nasr City, Cairo, Egypt",Full Time,On-site,Experienced,5+ Yrs of Exp,IT/Software Development,Engineering - Telecom/Technology,"['Microservices', 'Clean Architecture, DDD/CQRS', 'event-driven architecture and infrastructure-as-code', 'inter-service communication, data ownership, API gateway selection, and cross-service transactions']"
Admission Coordinator - Grip N' Climb Fun Park,Leap Development Hub,"New Cairo, Cairo, Egypt",Full Time,On-site,Experienced,2 - 3 Yrs of Exp,Administration,Communication,"['Customer Service', 'Problem Solving', 'Event Planning', 'Teamwork', 'Data Management', 'Organization']"
Production Manager – Detergents Industry,Mishkat Nour,"Nasr City, Cairo, Egypt",Full Time,On-site,Manager,5 - 7 Yrs of Exp,Quality,Engineering - Oil & Gas/Energy,"['Production Management', 'Process Optimization', 'Data Analysis', 'Quality Assurance']"
Purchasing Representative,KIG Konnice,"10th of Ramadan City, Sharqia, Egypt",Full Time,On-site,Experienced,1 - 3 Yrs of Exp,Engineering - Construction/Civil/Architecture,Logistics/Supply Chain,"['Purchasing/Procurement', 'Procurement', 'Negotiation', 'Supplier Relationship Management', 'Contract Management', 'Inventory Control', 'Data Analysis', 'Communication']"
Head of Customer Experience,Foreground.,"Dubai, United Arab Emirates",Full Time,,Not specified,Customer Service/Support,Customer Service/Support,Operations/Management,"['Customer Service', 'Customer Support', 'Customer Care', 'Microsoft Office', 'Call Center', 'Customer Experience', 'Administration']"
"Document Scanning, Labelling and Uploading Assistants",HabotConnect,"Dubai, United Arab Emirates",Freelance / Project,,Entry Level,Accounting/Finance,Accounting/Finance,Customer Service/Support,"['administration', 'microsoft office', 'admin', 'office management', 'data entry', 'training', 'quality control']"
Finance Analyst,Signify,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Accounting/Finance,Accounting/Finance,Analyst/Research,"['Finance', 'Accounting', 'Financial Analysis', 'Commerce', 'Microsoft Office', 'Analyst', 'Economics']"
Revenue Analyst,Swissôtel Hotels & Resorts,"Dubai, United Arab Emirates",Full Time,,Experienced,Accounting/Finance,Accounting/Finance,Analyst/Research,"['accounting', 'finance', 'financial analysis', 'analysis', 'marketing', 'sales', 'business administration']"
"Curriculum Specialist, 2 Hour Learning (Remote) - $60,000/year USD",Crossover,"Dubai, United Arab Emirates",Full Time,,Experienced,IT/Software Development,IT/Software Development,Education/Teaching,"['education', 'teaching', 'information technology (it)', 'computer science', 'python', 'javascript', 'science']"
"AI Product Director, LearnWith.AI (Remote) - $400,000/year USD",Crossover,"Dubai, United Arab Emirates",Full Time,,Senior Management,Creative/Design/Art,Creative/Design/Art,Engineering - Telecom/Technology,"['computer science', 'information technology (it)', 'software engineering', 'software development', 'startup', 'ai', 'it']"
Technology Strategy/ Enterprise Architect Manager – Airport/Aviation,Accenture Middle East,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['information technology (it)', 'computer science', 'engineering', 'sql', 'sales', 'cloud', 'architect']"
Guest Experience Expert (Front Office Agent),Marriott International,"Dubai, United Arab Emirates",Full Time,,Experienced,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
Collection,Alturki Holding,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Accounting/Finance,Accounting/Finance,Sales/Retail,"['Collection', 'Accounting', 'Finance', 'Microsoft Office', 'Customer Service', 'Financial Analysis', 'Financial Management']"
Senior Analyst - General Ledger,Callan Hawkins,"Dubai, United Arab Emirates",Full Time,,Entry Level,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Analysis', 'Business Analysis', 'Finance', 'Accounting', 'Financial Analysis']"
Compliance Officer,Dragon Oil,"Dubai, United Arab Emirates",Full Time,,Not specified,Accounting/Finance,Accounting/Finance,Quality,"['Compliance', 'Accounting', 'Finance', 'Legal', 'Economics', 'Banking', 'Business Administration']"
Sr. IOS Developer,Virtusa,"Dubai, United Arab Emirates",Full Time,,Entry Level,Creative/Design/Art,Creative/Design/Art,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'iOS', 'Swift', 'Software Engineering', 'Objective-C']"
Guest Experience Expert (Saudi Only),Marriott International,"Riyadh, Saudi Arabia",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
Personalized Learning Specialist - UAE National - Rabdan Charter School,Aldar Education,"Dubai, United Arab Emirates",Full Time,,Entry Level,Human Resources,Human Resources,Training/Instructor,"['Training', 'E-Learning', 'Information Technology (IT)', 'Learning', 'Human Resources (HR)', 'Business Development', 'Computer Science']"
"Senior Analyst, Finance",Ceer,"Riyadh, Saudi Arabia",Full Time,,Experienced,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Analysis', 'Business Analysis', 'Finance', 'Accounting', 'Financial Analysis']"
Guest Experience Expert (Guest Relations Officer),Marriott International,"Dubai, United Arab Emirates",Full Time,,Entry Level,Customer Service/Support,Customer Service/Support,Customer Service,"['Customer Support', 'Call Center', 'Microsoft Office', 'Data Entry', 'Typing', 'Customer Experience', 'SOP']"
"C&amp;AFC &#8211; Deputy Compliance Officer &amp; MLRO &#8211; DSSA, Associate/AVP",Forum International Management Consulting,"Riyadh, Saudi Arabia",Full Time,,Not specified,IT/Software Development,IT/Software Development,Engineering - Telecom/Technology,"['Information Technology (IT)', 'Computer Science', 'Software Development', 'Objective-C', 'iOS', 'Software Engineering', 'Swift']"
